term1	term2	sharedRels	obsExp	minMim	directStr	relOverlap	misn
Autoimmune thyroiditis	Type 2 diabetes	595	3.714	47.29474905	10.1	0.68	9.71E-02
Autoimmune thyroiditis	Ulcerative colitis	592	5.459	113.700586	9.5	0.676571429	0.155669767
Autoimmune thyroiditis	Celiac disease	581	6.758	233.5852552	118.2	0.664	0.24951586
Autoimmune thyroiditis	Psoriasis	579	5.246	189.0655992	24.6	0.661714286	0.181139064
Autoimmune thyroiditis	platelets	577	3.625	87.42268727		0.659428571	8.99E-02
Autoimmune thyroiditis	Allergies	552	4.594	150.9010178	8.9	0.630857143	0.142403663
Autoimmune thyroiditis	Systemic sclerosis	525	5.955	192.3812356	21.2	0.6	0.209800887
Autoimmune thyroiditis	Alzheimer`s disease	488	3.122	42.55267011	3.1	0.557714286	7.37E-02
Autoimmune thyroiditis	primary biliary cirrhosis	487	6.333	228.5192597	19.9	0.556571429	0.229963163
Autoimmune thyroiditis	triglycerides	467	3.689	97.70376496		0.533714286	7.28E-02
Autoimmune thyroiditis	Bone mineral density	461	4.468	52.65566473		0.526857143	9.86E-02
Autoimmune thyroiditis	atopic dermatitis	434	4.706	123.7489134	4.1	0.496	0.132888402
Autoimmune thyroiditis	Behçet`s disease	426	5.51	128.8683091	3.1	0.486857143	0.179495431
Autoimmune thyroiditis	chronic kidney disease	413	4.212	40.73255182		0.472	8.10E-02
Autoimmune thyroiditis	Vitiligo	391	5.621	479.4720013	52.5	0.446857143	0.252181926
Autoimmune thyroiditis	ankylosing spondylitis	391	5.094	90.6639541	7.2	0.446857143	0.145701938
Autoimmune thyroiditis	Migraine headache	357	3.758	51.03727691		0.408	8.05E-02
Autoimmune thyroiditis	Juvenile idiopathic arthritis	343	4.995	121.7019278	17.2	0.392	0.181985375
Autoimmune thyroiditis	LDL Cholesterol	330	3.711	57.67318663		0.377142857	6.42E-02
Autoimmune thyroiditis	Creatinine levels	323	3.827	91.71454703		0.369142857	0.101246578
Autoimmune thyroiditis	HDL Cholesterol	322	3.655	51.4725285		0.368	6.26E-02
Autoimmune thyroiditis	KAWASAKI DISEASE	280	4.267	97.5025011		0.32	0.132144184
Autoimmune thyroiditis	PRIMARY SCLEROSING CHOLANGITIS	275	4.356	135.9716502	2.8	0.314285714	0.134927942
Autoimmune thyroiditis	fasting glucose	267	3.333	50.28177656		0.305142857	7.02E-02
Autoimmune thyroiditis	Alopecia areata	250	4.236	222.4466774	16	0.285714286	0.211489801
Autoimmune thyroiditis	Liver enzyme levels	148	2.463	68.58524294		0.169142857	9.14E-02
Autoimmune thyroiditis	Restless Legs Syndrome	124	2.175	21.3177472		0.141714286	5.11E-02
Autoimmune thyroiditis	progressive supranuclear palsy	95	1.572	21.51451175		0.108571429	2.57E-02
Autoimmune thyroiditis	asthma attacks	87	1.567	26.08937449		9.94E-02	5.21E-02
Autoimmune thyroiditis	Urate levels	51	0.971	10.15924848		5.83E-02	3.18E-02
Autoimmune thyroiditis	Crohns disease	23	0.474	10.29334719		2.63E-02	4.67E-02
PRIMARY SCLEROSING CHOLANGITIS	PRIMARY SCLEROSING CHOLANGITIS	983	15.266	4792.78347		1	0.960594173
PRIMARY SCLEROSING CHOLANGITIS	Ulcerative colitis	755	6.602	621.6380725	903.8	0.768056968	0.282943475
PRIMARY SCLEROSING CHOLANGITIS	Rheumatoid Arthritis	712	4.175	154.6003143	25.4	0.724313327	0.164273622
PRIMARY SCLEROSING CHOLANGITIS	Systemic lupus erythematosus	679	4.364	172.8635198	43.5	0.690742625	0.155678245
PRIMARY SCLEROSING CHOLANGITIS	primary biliary cirrhosis	678	8.585	1512.899116	1238.7	0.689725331	0.453682014
PRIMARY SCLEROSING CHOLANGITIS	C-Reactive Protein	677	4.443	126.6875141	3.8	0.688708037	0.12622622
PRIMARY SCLEROSING CHOLANGITIS	Renal failure	665	3.968	176.3359752	9.9	0.676500509	0.124073257
PRIMARY SCLEROSING CHOLANGITIS	red blood cells	619	3.44	79.80757718		0.629704985	0.106097539
PRIMARY SCLEROSING CHOLANGITIS	Type 2 diabetes	608	3.526	60.32242926	5.2	0.618514751	7.07E-02
PRIMARY SCLEROSING CHOLANGITIS	Type 1 diabetes	585	4.306	160.9948148	19.2	0.595116989	0.123548661
PRIMARY SCLEROSING CHOLANGITIS	platelets	573	3.344	72.09667654	2.8	0.582909461	7.82E-02
PRIMARY SCLEROSING CHOLANGITIS	Celiac disease	568	6.369	244.4292759	72.7	0.577822991	0.190415104
PRIMARY SCLEROSING CHOLANGITIS	Multiple Sclerosis	551	3.949	89.9430047	6.2	0.560528993	0.128732876
PRIMARY SCLEROSING CHOLANGITIS	Psoriasis	543	4.654	169.0916865	9	0.552390641	0.148196074
PRIMARY SCLEROSING CHOLANGITIS	Allergies	507	3.975	110.1194218		0.515768057	0.111510582
PRIMARY SCLEROSING CHOLANGITIS	triglycerides	498	3.692	135.4012483		0.506612411	0.068576579
PRIMARY SCLEROSING CHOLANGITIS	Systemic sclerosis	460	5.027	139.7469392	6.5	0.467955239	0.151357721
PRIMARY SCLEROSING CHOLANGITIS	Alzheimer`s disease	454	2.702	41.34499941		0.461851475	0.05833579
PRIMARY SCLEROSING CHOLANGITIS	chronic kidney disease	416	4.046	44.03336373		0.423194303	7.86E-02
PRIMARY SCLEROSING CHOLANGITIS	Bone mineral density	408	3.76	46.36394549	11.6	0.415055951	7.61E-02
PRIMARY SCLEROSING CHOLANGITIS	Behçet`s disease	398	5.039	127.2121532	3.1	0.404883011	0.150717336
PRIMARY SCLEROSING CHOLANGITIS	atopic dermatitis	388	4.033	91.35146014		0.394710071	9.82E-02
PRIMARY SCLEROSING CHOLANGITIS	ankylosing spondylitis	375	4.759	112.0068219	19.1	0.381485249	0.14203714
PRIMARY SCLEROSING CHOLANGITIS	Creatinine levels	341	3.914	113.2486132		0.346897253	0.108414926
PRIMARY SCLEROSING CHOLANGITIS	HDL Cholesterol	336	3.659	57.37007134		0.341810783	5.02E-02
PRIMARY SCLEROSING CHOLANGITIS	Juvenile idiopathic arthritis	333	4.767	120.2825014	3.6	0.338758901	0.14491606
PRIMARY SCLEROSING CHOLANGITIS	LDL Cholesterol	326	3.533	50.03339926		0.331637843	4.98E-02
PRIMARY SCLEROSING CHOLANGITIS	Migraine headache	294	2.961	26.84488261		0.299084435	0.054859517
PRIMARY SCLEROSING CHOLANGITIS	Vitiligo	290	4.094	107.8684812	4.4	0.295015259	0.122848008
PRIMARY SCLEROSING CHOLANGITIS	Autoimmune thyroiditis	275	4.148	135.9716502	2.8	0.279755849	0.134927942
PRIMARY SCLEROSING CHOLANGITIS	fasting glucose	262	3.186	52.87555562		0.266531027	5.04E-02
PRIMARY SCLEROSING CHOLANGITIS	KAWASAKI DISEASE	260	3.952	55.58298089		0.264496439	0.107430336
PRIMARY SCLEROSING CHOLANGITIS	Alopecia areata	189	3.201	72.30937966		0.192268566	0.108914794
PRIMARY SCLEROSING CHOLANGITIS	Liver enzyme levels	187	3.153	222.650568	4.6	0.190233978	0.178578855
PRIMARY SCLEROSING CHOLANGITIS	Restless Legs Syndrome	92	1.635	10.87646188		9.36E-02	3.42E-02
PRIMARY SCLEROSING CHOLANGITIS	asthma attacks	68	1.248	15.58038811		0.069175992	3.99E-02
PRIMARY SCLEROSING CHOLANGITIS	progressive supranuclear palsy	66	1.1	17.60555057		6.71E-02	1.90E-02
PRIMARY SCLEROSING CHOLANGITIS	Urate levels	50	0.97	11.66516028		5.09E-02	2.56E-02
PRIMARY SCLEROSING CHOLANGITIS	Crohns disease	35	0.75	40.08619636		3.56E-02	0.152462913
Urate levels	Urate levels	213	13.664	8714.696338		1	0.746136664
Urate levels	Renal failure	187	4.652	146.7916326	12.9	0.877934272	0.173604914
Urate levels	Type 2 diabetes	176	4.273	56.63045373	4.8	0.82629108	0.15549227
Urate levels	chronic kidney disease	169	6.451	87.87009294	9.6	0.79342723	0.202560664
Urate levels	C-Reactive Protein	168	4.551	59.09665628	5.9	0.788732394	0.149342652
Urate levels	red blood cells	164	3.839	35.45144789		0.769953052	9.02E-02
Urate levels	Rheumatoid Arthritis	163	4.002	32.70817286	6.9	0.765258216	6.83E-02
Urate levels	triglycerides	162	4.886	121.7484787	8.4	0.76056338	0.146316379
Urate levels	platelets	161	3.938	27.90030011		0.755868545	5.94E-02
Urate levels	Type 1 diabetes	161	4.809	31.02042377		0.755868545	0.109562833
Urate levels	Systemic lupus erythematosus	156	4.143	27.56538411		0.732394366	0.071659596
Urate levels	Alzheimer`s disease	155	3.856	24.96954385	2.6	0.727699531	0.085997313
Urate levels	Psoriasis	148	5.032	36.40875462	4.7	0.694835681	7.07E-02
Urate levels	Multiple Sclerosis	146	4.274	9.649099025	10.8	0.685446009	4.87E-02
Urate levels	Creatinine levels	146	6.414	221.4888883	6.9	0.685446009	0.212559404
Urate levels	Bone mineral density	145	5.258	19.63844		0.680751174	7.10E-02
Urate levels	HDL Cholesterol	136	5.704	88.01638843	3.3	0.638497653	0.14340639
Urate levels	Allergies	135	4.264	17.18909172		0.633802817	3.76E-02
Urate levels	LDL Cholesterol	134	5.586	76.45662613		0.629107981	0.136535947
Urate levels	Ulcerative colitis	127	4.38	14.23800941		0.596244131	4.12E-02
Urate levels	fasting glucose	125	5.739	78.03692701		0.58685446	0.148205729
Urate levels	Migraine headache	118	4.613	11.11778082		0.55399061	5.70E-02
Urate levels	Systemic sclerosis	109	4.544	17.07066524		0.511737089	0.047553173
Urate levels	ankylosing spondylitis	98	4.617	29.68142841		0.460093897	4.44E-02
Urate levels	primary biliary cirrhosis	97	4.566	18.77357765		0.455399061	4.03E-02
Urate levels	Celiac disease	97	4.133	6.630966078		0.455399061	4.26E-02
Urate levels	Behçet`s disease	97	4.546	20.68023233		0.455399061	5.63E-02
Urate levels	atopic dermatitis	82	3.266	7.405664252		0.384976526	2.39E-02
Urate levels	Liver enzyme levels	65	3.802	56.52096164		0.305164319	0.100857431
Urate levels	Restless Legs Syndrome	63	3.855	9.886332279		0.295774648	8.17E-02
Urate levels	Juvenile idiopathic arthritis	63	3.27	23.59330281		0.295774648	4.34E-02
Urate levels	Vitiligo	58	2.973	9.51758657		0.272300469	4.56E-02
Urate levels	KAWASAKI DISEASE	57	3.089	9.559293696		0.267605634	4.80E-02
Urate levels	Autoimmune thyroiditis	51	2.75	10.15924848		0.23943662	0.031803947
Urate levels	PRIMARY SCLEROSING CHOLANGITIS	50	2.784	11.66516028		0.234741784	2.56E-02
Urate levels	progressive supranuclear palsy	33	1.922	11.34320381	2.6	0.154929577	4.18E-02
Urate levels	Alopecia areata	29	1.691	3.865646289		0.136150235	2.63E-02
Urate levels	asthma attacks	21	1.301	3.446831044		9.86E-02	2.35E-02
Urate levels	Crohns disease	8	0.559	7.593300665		3.76E-02	2.55E-02
Liver enzyme levels	Liver enzyme levels	409	11.788	2041.930014		1	0.691068072
Liver enzyme levels	Renal failure	389	4.968	166.9058449	7.6	0.951100244	0.170017844
Liver enzyme levels	C-Reactive Protein	368	5.114	115.421449	5.4	0.899755501	0.183921416
Liver enzyme levels	platelets	362	4.543	84.23650016		0.885085575	0.104890895
Liver enzyme levels	red blood cells	358	4.299	80.68054818	4.3	0.875305623	0.147764471
Liver enzyme levels	triglycerides	348	5.367	244.3115356	5.3	0.850855746	0.159412262
Liver enzyme levels	Rheumatoid Arthritis	348	4.382	48.12499966	8.8	0.850855746	0.111311535
Liver enzyme levels	Type 2 diabetes	348	4.344	109.0214282	12.3	0.850855746	0.142439904
Liver enzyme levels	Systemic lupus erythematosus	346	4.718	70.32502034		0.84596577	0.126057833
Liver enzyme levels	Type 1 diabetes	319	4.883	51.60329685		0.7799511	0.1370705
Liver enzyme levels	chronic kidney disease	301	5.825	67.86291665		0.73594132	0.144606867
Liver enzyme levels	Ulcerative colitis	300	5.299	58.54355218		0.733496333	0.104104625
Liver enzyme levels	Psoriasis	295	5.137	62.37699063	2.8	0.721271394	0.117523715
Liver enzyme levels	Multiple Sclerosis	288	4.308	26.44285096	2	0.704156479	0.082974809
Liver enzyme levels	primary biliary cirrhosis	278	6.612	224.6727419	7.6	0.679706601	0.217073243
Liver enzyme levels	Allergies	278	4.484	60.95483804		0.679706601	9.08E-02
Liver enzyme levels	Bone mineral density	278	5.127	25.56303434		0.679706601	9.97E-02
Liver enzyme levels	Creatinine levels	277	6.149	197.3153436	3.1	0.677261614	0.211197381
Liver enzyme levels	Alzheimer`s disease	271	3.452	32.31768861		0.662591687	6.76E-02
Liver enzyme levels	HDL Cholesterol	264	5.615	134.8606828	2	0.645476773	0.130961815
Liver enzyme levels	LDL Cholesterol	258	5.446	124.6284155	3.3	0.630806846	0.126401206
Liver enzyme levels	Celiac disease	252	5.473	39.74388307	4.6	0.616136919	0.108992054
Liver enzyme levels	fasting glucose	232	5.368	138.8518604		0.567237164	0.137547063
Liver enzyme levels	Systemic sclerosis	230	4.866	41.20771812		0.562347188	8.81E-02
Liver enzyme levels	Migraine headache	206	4.092	34.91916798		0.503667482	7.61E-02
Liver enzyme levels	atopic dermatitis	198	4.038	41.45267216		0.484107579	0.072490228
Liver enzyme levels	Behçet`s disease	192	4.548	36.0256815		0.469437653	9.12E-02
Liver enzyme levels	PRIMARY SCLEROSING CHOLANGITIS	187	5.252	222.650568	4.6	0.457212714	0.178578855
Liver enzyme levels	ankylosing spondylitis	185	4.385	21.50127525		0.452322738	7.14E-02
Liver enzyme levels	KAWASAKI DISEASE	156	4.245	41.28679072		0.381418093	0.10319015
Liver enzyme levels	Juvenile idiopathic arthritis	153	3.989	34.16212646		0.37408313	8.52E-02
Liver enzyme levels	Autoimmune thyroiditis	148	3.979	68.58524294		0.361858191	9.14E-02
Liver enzyme levels	Vitiligo	144	3.719	37.34480424		0.35207824	8.59E-02
Liver enzyme levels	Alopecia areata	81	2.377	24.4836227		0.19804401	6.29E-02
Liver enzyme levels	Restless Legs Syndrome	76	2.32	20.30745049		0.185819071	6.36E-02
Liver enzyme levels	Urate levels	65	2.106	56.52096164		0.158924205	0.100857431
Liver enzyme levels	asthma attacks	53	1.639	25.67853022		0.129584352	5.30E-02
Liver enzyme levels	progressive supranuclear palsy	39	1.131	6.231928317		9.54E-02	1.78E-02
Liver enzyme levels	Crohns disease	15	0.515	12.24850772		3.67E-02	2.73E-02
LDL Cholesterol	LDL Cholesterol	1663	11.011	5773.313978		1	1.004128972
LDL Cholesterol	triglycerides	1520	6.871	3479.914503	5287.4	0.914010824	0.652776805
LDL Cholesterol	Type 2 diabetes	1412	4.98	615.8355707	934	0.849067949	0.356199836
LDL Cholesterol	HDL Cholesterol	1343	8.952	3385.549129	7649.3	0.807576669	0.73134535
LDL Cholesterol	C-Reactive Protein	1273	5.074	561.1434965	979.9	0.765484065	0.355143377
LDL Cholesterol	Type 1 diabetes	1030	4.609	260.6024918	167.5	0.619362598	0.237094712
LDL Cholesterol	platelets	1007	3.576	207.8815473	57.4	0.605532171	0.145301408
LDL Cholesterol	Renal failure	995	3.604	245.2390056	57	0.598316296	0.183266689
LDL Cholesterol	red blood cells	978	3.305	149.0878583	38.4	0.588093806	0.15967318
LDL Cholesterol	Rheumatoid Arthritis	943	3.353	82.75604614	61.5	0.567047505	0.121717314
LDL Cholesterol	Alzheimer`s disease	925	3.354	151.5073709	25.9	0.556223692	0.116239615
LDL Cholesterol	Systemic lupus erythematosus	849	3.314	112.3240031	25.7	0.510523151	0.118173708
LDL Cholesterol	chronic kidney disease	837	4.975	233.2089463	119.5	0.503307276	0.245750935
LDL Cholesterol	Bone mineral density	801	4.498	131.658135	53.1	0.481659651	0.161229691
LDL Cholesterol	fasting glucose	791	5.876	787.8531231	380.7	0.475646422	0.405852274
LDL Cholesterol	Multiple Sclerosis	698	3.043	41.82036134		0.419723391	8.17E-02
LDL Cholesterol	Psoriasis	624	3.254	86.11579181	14.6	0.375225496	0.11588663
LDL Cholesterol	Ulcerative colitis	584	3.106	58.73109395	5.4	0.35117258	8.36E-02
LDL Cholesterol	Allergies	544	2.601	66.44673081		0.327119663	7.71E-02
LDL Cholesterol	Creatinine levels	488	3.441	188.6267195	26.8	0.29344558	0.20327045
LDL Cholesterol	Migraine headache	478	2.95	59.36174501	5.7	0.287432351	9.53E-02
LDL Cholesterol	Systemic sclerosis	472	3.141	58.31760549		0.283824414	8.64E-02
LDL Cholesterol	Celiac disease	421	2.873	46.96039374		0.253156945	0.079507505
LDL Cholesterol	primary biliary cirrhosis	354	2.732	112.6867937	5.9	0.21286831	7.63E-02
LDL Cholesterol	atopic dermatitis	345	2.189	42.2583356		0.207456404	5.44E-02
LDL Cholesterol	Behçet`s disease	333	2.564	42.28833344		0.200240529	8.00E-02
LDL Cholesterol	ankylosing spondylitis	294	2.278	34.25178828		0.176788936	6.65E-02
LDL Cholesterol	KAWASAKI DISEASE	224	2.083	46.75946423		0.134696332	8.76E-02
LDL Cholesterol	Juvenile idiopathic arthritis	213	1.865	27.58381849		0.12808178	5.64E-02
LDL Cholesterol	Vitiligo	187	1.618	29.7664364		0.112447384	5.16E-02
LDL Cholesterol	PRIMARY SCLEROSING CHOLANGITIS	158	1.522	29.55402643		0.09500902	0.037501425
LDL Cholesterol	Autoimmune thyroiditis	145	1.342	32.62334109		8.72E-02	4.77E-02
LDL Cholesterol	Liver enzyme levels	124	1.284	60.7035613		7.46E-02	9.40E-02
LDL Cholesterol	Restless Legs Syndrome	115	1.255	14.22310262		6.92E-02	5.57E-02
LDL Cholesterol	Alopecia areata	79	0.822	9.818522034		0.04750451	0.024446047
LDL Cholesterol	progressive supranuclear palsy	66	0.678	9.805901539		3.97E-02	1.92E-02
LDL Cholesterol	Urate levels	62	0.743	38.3985103		0.03728202	0.100581872
LDL Cholesterol	asthma attacks	58	0.65	8.518551398		3.49E-02	2.27E-02
LDL Cholesterol	Crohns disease	8	0.105	0.803076816		4.81E-03	2.64E-03
HDL Cholesterol	HDL Cholesterol	1704	11.151	5752.810674		1	1.009776001
HDL Cholesterol	triglycerides	1620	7.181	3967.873099	7564	0.950704225	0.719231312
HDL Cholesterol	Type 2 diabetes	1470	5.079	723.2468581	1165.5	0.862676056	0.398012312
HDL Cholesterol	LDL Cholesterol	1343	8.764	3385.549129	7649.3	0.78814554	0.73134535
HDL Cholesterol	C-Reactive Protein	1323	5.169	567.1323833	1095.5	0.776408451	0.366183567
HDL Cholesterol	Type 1 diabetes	1070	4.697	288.5199976	185.8	0.627934272	0.25141245
HDL Cholesterol	Renal failure	1041	3.693	273.06846	59.4	0.610915493	0.184722809
HDL Cholesterol	platelets	1038	3.611	219.7368996	51.7	0.60915493	0.144320719
HDL Cholesterol	red blood cells	1005	3.327	158.964295	43.8	0.589788732	0.15909049
HDL Cholesterol	Rheumatoid Arthritis	971	3.381	85.48461027	66.9	0.569835681	0.120327468
HDL Cholesterol	Alzheimer`s disease	931	3.308	142.7667005	22.9	0.546361502	0.111174636
HDL Cholesterol	Systemic lupus erythematosus	877	3.355	115.2050194	27.9	0.514671362	0.116858535
HDL Cholesterol	chronic kidney disease	862	5.036	240.6020548	89.3	0.505868545	0.25156198
HDL Cholesterol	fasting glucose	853	6.242	952.0270618	667.1	0.500586854	0.471844356
HDL Cholesterol	Bone mineral density	844	4.657	140.8721882	42	0.495305164	0.170552529
HDL Cholesterol	Multiple Sclerosis	724	3.096	48.00813222	5.2	0.424882629	8.18E-02
HDL Cholesterol	Psoriasis	640	3.277	90.63671279	17.9	0.375586854	0.115643169
HDL Cholesterol	Ulcerative colitis	588	3.07	61.26847225	5.2	0.345070423	8.22E-02
HDL Cholesterol	Allergies	558	2.618	67.97745694		0.327464789	7.68E-02
HDL Cholesterol	Migraine headache	498	3.022	63.62007023		0.292253521	9.47E-02
HDL Cholesterol	Creatinine levels	497	3.451	207.1886153	30.1	0.291666667	0.20815264
HDL Cholesterol	Systemic sclerosis	486	3.182	59.62987084		0.285211268	8.18E-02
HDL Cholesterol	Celiac disease	439	2.949	44.98017121	4.6	0.257629108	7.98E-02
HDL Cholesterol	primary biliary cirrhosis	369	2.805	103.3135848	9.5	0.216549296	7.61E-02
HDL Cholesterol	atopic dermatitis	342	2.134	42.53872268		0.200704225	5.30E-02
HDL Cholesterol	Behçet`s disease	341	2.587	44.46154736		0.200117371	7.78E-02
HDL Cholesterol	ankylosing spondylitis	308	2.352	35.47873713	7.2	0.180751174	0.066689174
HDL Cholesterol	KAWASAKI DISEASE	232	2.129	51.27199486	9.6	0.136150235	8.54E-02
HDL Cholesterol	Juvenile idiopathic arthritis	224	1.935	29.67283371		0.131455399	5.57E-02
HDL Cholesterol	Vitiligo	190	1.622	32.80250241		0.111502347	4.94E-02
HDL Cholesterol	PRIMARY SCLEROSING CHOLANGITIS	167	1.59	35.14889917		9.80E-02	3.84E-02
HDL Cholesterol	Autoimmune thyroiditis	152	1.387	29.33080993		8.92E-02	4.67E-02
HDL Cholesterol	Liver enzyme levels	134	1.371	68.0041184		7.86E-02	9.93E-02
HDL Cholesterol	Restless Legs Syndrome	128	1.384	16.69905166		7.51E-02	5.73E-02
HDL Cholesterol	Alopecia areata	86	0.885	10.42554618		5.05E-02	0.024115075
HDL Cholesterol	progressive supranuclear palsy	72	0.731	10.92039591		4.23E-02	1.90E-02
HDL Cholesterol	Urate levels	65	0.772	44.95072118		3.81E-02	0.109359109
HDL Cholesterol	asthma attacks	58	0.644	8.904894404		0.034037559	2.21E-02
HDL Cholesterol	Crohns disease	8	0.104	1.02790188		4.69E-03	2.96E-03
triglycerides	triglycerides	2580	7.636	7454.04067		1	0.989610563
triglycerides	Type 2 diabetes	1974	4.544	1033.007551	1967.5	0.765116279	0.45949059
triglycerides	C-Reactive Protein	1588	4.138	598.7713501	1812.5	0.615503876	0.384246059
triglycerides	platelets	1361	3.155	308.207222	155.7	0.52751938	0.176860651
triglycerides	red blood cells	1343	2.962	243.9930139	167.7	0.520542636	0.207111448
triglycerides	Renal failure	1292	3.055	354.102444	122.3	0.500775194	0.206548705
triglycerides	Type 1 diabetes	1284	3.764	371.8460615	288.2	0.497674419	0.289297814
triglycerides	HDL Cholesterol	1217	5.355	3348.568666	7564	0.471705426	0.704617127
triglycerides	Rheumatoid Arthritis	1207	2.801	108.2768012	78.2	0.467829457	0.138636262
triglycerides	LDL Cholesterol	1163	5.092	2954.293073	5287.4	0.450775194	0.639055505
triglycerides	Alzheimer`s disease	1132	2.681	176.6625467	41.2	0.43875969	0.13065057
triglycerides	Systemic lupus erythematosus	1073	2.738	147.751828	81.9	0.415891473	0.134596647
triglycerides	chronic kidney disease	913	3.575	269.247526	132.9	0.353875969	0.253836679
triglycerides	Bone mineral density	872	3.222	160.6775026	109.3	0.337984496	0.17773075
triglycerides	Multiple Sclerosis	839	2.397	61.2910642	7.4	0.325193798	9.50E-02
triglycerides	fasting glucose	760	3.739	1143.644641	1434.4	0.294573643	0.479670164
triglycerides	Psoriasis	717	2.456	113.2335247	32.8	0.277906977	0.12710529
triglycerides	Ulcerative colitis	698	2.439	88.43201521	10.5	0.270542636	9.80E-02
triglycerides	Allergies	641	2.011	92.36034408		0.248449612	8.79E-02
triglycerides	Migraine headache	524	2.132	71.56477731		0.203100775	9.80E-02
triglycerides	Systemic sclerosis	489	2.149	69.78857525		0.189534884	8.45E-02
triglycerides	Celiac disease	472	2.13	80.43463308	13.7	0.182945736	8.84E-02
triglycerides	Creatinine levels	468	2.183	242.976011	58.9	0.181395349	0.217537385
triglycerides	atopic dermatitis	390	1.633	64.78975589		0.151162791	6.10E-02
triglycerides	primary biliary cirrhosis	375	1.919	144.4282785	8.9	0.145348837	9.01E-02
triglycerides	Behçet`s disease	334	1.706	47.33877134		0.129457364	7.69E-02
triglycerides	ankylosing spondylitis	292	1.501	40.0406975	9.9	0.113178295	6.37E-02
triglycerides	KAWASAKI DISEASE	208	1.29	52.89918148		8.06E-02	0.075688815
triglycerides	Juvenile idiopathic arthritis	206	1.201	35.80240486		7.98E-02	0.052365267
triglycerides	Vitiligo	183	1.055	38.86481882		7.09E-02	5.18E-02
triglycerides	PRIMARY SCLEROSING CHOLANGITIS	176	1.132	55.72619252		6.82E-02	4.89E-02
triglycerides	Autoimmune thyroiditis	133	0.821	40.57034162		5.16E-02	4.23E-02
triglycerides	Restless Legs Syndrome	116	0.85	18.67465513		4.50E-02	5.02E-02
triglycerides	Liver enzyme levels	105	0.727	99.62645739		4.07E-02	9.81E-02
triglycerides	Alopecia areata	79	0.551	13.73427195		3.06E-02	2.00E-02
triglycerides	progressive supranuclear palsy	66	0.454	12.51886399		2.56E-02	1.82E-02
triglycerides	asthma attacks	44	0.332	7.180875995		1.71E-02	1.37E-02
triglycerides	Urate levels	43	0.347	42.11075752	8.4	1.67E-02	7.55E-02
triglycerides	Crohns disease	6	0.053	0.656798103		2.33E-03	3.34E-03
Renal failure	Renal failure	3405	6.217	3804.31104		1	0.940649441
Renal failure	C-Reactive Protein	1653	3.333	351.5395102	252.6	0.485462555	0.307108557
Renal failure	Systemic lupus erythematosus	1595	3.148	445.2067541	539.7	0.468428781	0.262473358
Renal failure	Rheumatoid Arthritis	1552	2.78	201.6444925	216.3	0.455800294	0.213070682
Renal failure	red blood cells	1537	2.613	297.0345428	243.3	0.451395007	0.266472381
Renal failure	Type 2 diabetes	1491	2.648	284.6048768	635.3	0.437885463	0.251450061
Renal failure	platelets	1447	2.589	287.0065604	119.1	0.424963289	0.207072609
Renal failure	Type 1 diabetes	1135	2.583	217.7339492	292.8	0.333333333	0.237833365
Renal failure	chronic kidney disease	1105	3.391	681.5433948	924	0.324522761	0.441709951
Renal failure	triglycerides	1033	2.374	297.1248515	122.3	0.303377386	0.198180744
Renal failure	Multiple Sclerosis	1017	2.254	98.15579276	22.8	0.298678414	0.147645307
Renal failure	Alzheimer`s disease	985	1.801	107.1155437	54.8	0.28928047	0.124455428
Renal failure	Ulcerative colitis	811	2.212	126.1590808	30.9	0.238179148	0.149012031
Renal failure	Bone mineral density	787	2.274	141.9477381	108.1	0.23113069	0.162882894
Renal failure	Allergies	774	1.889	125.4428682	125.4	0.227312775	0.138052163
Renal failure	Psoriasis	755	2.017	128.3303152	36.4	0.221732746	0.156110987
Renal failure	Migraine headache	623	1.989	103.311197	19.8	0.182966226	0.141798424
Renal failure	HDL Cholesterol	615	2.131	187.7349867	59.4	0.18061674	0.16772941
Renal failure	Systemic sclerosis	601	2.08	146.6079733	101.5	0.17650514	0.152255554
Renal failure	LDL Cholesterol	580	1.999	171.3123083	57	0.170337739	0.165195438
Renal failure	Celiac disease	520	1.849	84.29377105	10.2	0.152716593	0.137337128
Renal failure	Creatinine levels	478	1.76	510.1212163	456.1	0.140381791	0.391348172
Renal failure	fasting glucose	430	1.674	124.4194172	21	0.126284875	0.160290087
Renal failure	Behçet`s disease	421	1.705	108.3996562	16.4	0.123641703	0.126649739
Renal failure	primary biliary cirrhosis	418	1.696	113.2158859	16.3	0.122760646	0.124780788
Renal failure	ankylosing spondylitis	376	1.533	81.57969707	22	0.110425844	9.97E-02
Renal failure	atopic dermatitis	357	1.175	51.4108064		0.104845815	7.86E-02
Renal failure	KAWASAKI DISEASE	257	1.278	82.2928911	12	7.55E-02	0.119327171
Renal failure	Juvenile idiopathic arthritis	250	1.164	66.45542271		7.34E-02	8.51E-02
Renal failure	Vitiligo	211	0.97	36.94423202		6.20E-02	7.11E-02
Renal failure	PRIMARY SCLEROSING CHOLANGITIS	191	0.986	62.45072593	9.9	5.61E-02	8.09E-02
Renal failure	Autoimmune thyroiditis	134	0.663	36.71248384		3.94E-02	5.60E-02
Renal failure	Restless Legs Syndrome	112	0.665	21.4348246	31.7	3.29E-02	7.02E-02
Renal failure	Alopecia areata	78	0.439	14.72979637		2.29E-02	2.96E-02
Renal failure	Liver enzyme levels	75	0.419	44.31868636		2.20E-02	6.85E-02
